Time,Activity,PSS_Dalvik,PSS_Native,PSS_Total,CPU_cpuinfo,CPU_top,RX_bytes,TX_bytes,Folw_bytes,BatteryLevel
2016-05-26 16:57:10,activity.SailfishActivity,6824,0,49456,71%,35%,16770398,1353872,18124270,93
2016-05-26 16:57:13,activity.search.activity.SearchActivity,6820,0,49436,71%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:16,activity.search.activity.SearchActivity,6820,0,49436,57%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:19,activity.search.activity.SearchActivity,6820,0,49436,57%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:22,activity.search.activity.SearchActivity,6820,0,49436,31%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:25,activity.search.activity.SearchActivity,6820,0,49436,31%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:28,activity.search.activity.SearchActivity,6820,0,49436,31%,2%,16770398,1353872,18124270,93
2016-05-26 16:57:31,activity.search.activity.SearchActivity,6820,0,49436,32%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:34,activity.search.activity.SearchActivity,6820,0,49436,32%,5%,16770398,1353872,18124270,93
2016-05-26 16:57:37,activity.SailfishActivity,6812,0,34860,32%,10%,16770398,1353872,18124270,93
2016-05-26 16:57:40,activity.SailfishActivity,6812,0,34880,43%,40%,16770398,1353872,18124270,93
2016-05-26 16:57:43,activity.SailfishActivity,6808,0,34876,43%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:46,activity.SailfishActivity,6808,0,34876,43%,15%,16770398,1353872,18124270,93
2016-05-26 16:57:50,om.meitun.mama.ui.CommonActivity,6768,0,34472,43%,3%,16770398,1353872,18124270,93
2016-05-26 16:57:53,om.meitun.mama.ui.CommonActivity,6768,0,34472,58%,2%,16770398,1353872,18124270,93
2016-05-26 16:57:56,activity.SailfishActivity,6756,0,38256,58%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:59,activity.topic.details.TopicDetailActivity,6728,0,34416,62%,22%,16770398,1353872,18124270,93
2016-05-26 16:58:02,activity.topic.details.TopicDetailActivity,6720,0,34396,62%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:05,activity.SailfishActivity,6720,0,34404,85%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:08,om.meitun.mama.ui.CommonActivity,6720,0,30728,85%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:11,om.meitun.mama.ui.HomeActivity,6720,0,26956,52%,38%,16770398,1353872,18124270,93
2016-05-26 16:58:14,activity.SailfishActivity,6712,0,34300,52%,17%,16770398,1353872,18124270,93
2016-05-26 16:58:17,activity.topic.details.TopicDetailActivity,6712,0,34292,104%,36%,16770398,1353872,18124270,93
2016-05-26 16:58:20,activity.SailfishActivity,6712,0,45472,104%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:23,activity.topic.details.TopicDetailActivity,6712,0,49152,83%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:26,activity.topic.details.TopicDetailActivity,6712,0,49160,83%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:29,activity.topic.details.TopicDetailActivity,6712,0,49160,83%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:32,activity.topic.details.TopicDetailActivity,6712,0,49160,83%,17%,16770398,1353872,18124270,93
2016-05-26 16:58:35,activity.topic.details.TopicDetailActivity,6664,0,49116,83%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:38,activity.SailfishActivity,6664,0,34252,39%,13%,16770398,1353872,18124270,93
2016-05-26 16:58:41,activity.SailfishActivity,6664,0,34252,39%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:44,activity.topic.details.TopicDetailActivity,6664,0,49116,54%,0%,16770398,1353872,18124270,93
2016-05-26 16:58:47,activity.SailfishActivity,6664,0,34252,54%,21%,16770398,1353872,18124270,93
2016-05-26 16:58:50,activity.SailfishActivity,6664,0,34252,93%,2%,16770398,1353872,18124270,93
2016-05-26 16:58:53,activity.SailfishActivity,6664,0,34404,93%,36%,16770398,1353872,18124270,93
2016-05-26 16:58:56,activity.SailfishActivity,6664,0,34456,93%,17%,16770398,1353872,18124270,93
2016-05-26 16:58:59,om.meitun.mama.ui.HomeActivity,6664,0,30692,80%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:02,activity.SailfishActivity,6664,0,45572,80%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:05,activity.LoginActivity,6660,0,46944,80%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:08,activity.LoginActivity,6660,0,47092,51%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:11,activity.LoginActivity,6660,0,47088,51%,2%,16770398,1353872,18124270,93
2016-05-26 16:59:14,activity.LoginActivity,6660,0,46944,36%,2%,16770398,1353872,18124270,93
2016-05-26 16:59:17,activity.LoginActivity,6660,0,46944,25%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:21,activity.LoginActivity,6660,0,46944,25%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:24,activity.WebviewActivity,6660,0,48252,32%,6%,16770398,1353872,18124270,93
2016-05-26 16:59:27,activity.LoginActivity,6660,0,47088,32%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:30,activity.LoginActivity,6660,0,46944,48%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:33,activity.SailfishActivity,6660,0,34388,48%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:36,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49216,42%,15%,16770398,1353872,18124270,93
2016-05-26 16:59:39,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49220,49%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:42,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49220,49%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:45,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49220,49%,2%,16770398,1353872,18124270,93
2016-05-26 16:59:48,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49220,49%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:51,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49224,35%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:54,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49224,35%,0%,16770398,1353872,18124270,93
2016-05-26 16:59:57,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49224,42%,0%,16770398,1353872,18124270,93
2016-05-26 17:00:00,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49224,42%,3%,16770398,1353872,18124270,93
2016-05-26 17:00:03,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49224,35%,0%,16770398,1353872,18124270,93
2016-05-26 17:00:06,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,55916,35%,31%,16770398,1353872,18124270,93
2016-05-26 17:00:09,om.babytree.platform.ui.activity.CommonImagePreviewActivity,6660,0,55920,35%,10%,16770398,1353872,18124270,93
2016-05-26 17:00:12,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49232,83%,0%,16770398,1353872,18124270,93
2016-05-26 17:00:15,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49232,83%,0%,16770398,1353872,18124270,93
2016-05-26 17:00:18,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,64096,43%,29%,16770398,1353872,18124270,93
2016-05-26 17:00:21,om.babytree.platform.ui.activity.CommonImagePreviewActivity,6660,0,64096,43%,0%,16770398,1353872,18124270,93
2016-05-26 17:00:24,om.babytree.platform.ui.activity.CommonImagePreviewActivity,6660,0,64096,76%,2%,16770398,1353872,18124270,93
2016-05-26 17:00:27,om.babytree.platform.ui.activity.CommonImagePreviewActivity,6660,0,64096,76%,0%,16770398,1353872,18124270,93
2016-05-26 17:00:30,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49232,30%,2%,16770398,1353872,18124270,93
2016-05-26 17:00:33,om.babytree.platform.ui.activity.CommonImagePreviewActivity,6660,0,64088,89%,21%,16770398,1353872,18124270,93
2016-05-26 17:00:36,om.babytree.platform.ui.activity.CommonImagePreviewActivity,6660,0,49236,89%,18%,16770398,1353872,18124270,93
2016-05-26 17:00:39,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49236,81%,16%,16770398,1353872,18124270,93
2016-05-26 17:00:42,om.babytree.platform.ui.activity.CommonImagePreviewActivity,6660,0,64112,81%,0%,16770398,1353872,18124270,93
2016-05-26 17:00:45,activity.knowledge.activity.KnowledgeGrowthActivity,6660,0,49240,86%,23%,16770398,1353872,18124270,93
2016-05-26 16:52:55,om.meitun.mama.ui.DetailPicViewActivity,6200,,,,,0,-316,-316,
