Time,Activity,PSS_Dalvik,PSS_Native,PSS_Total,CPU_cpuinfo,CPU_top,RX_bytes,TX_bytes,Folw_bytes,BatteryLevel
2016-05-26 16:36:04,om.meitun.mama.ui.HomeActivity,6456,0,46504,53%,3%,5131357,434685,5566042,93
2016-05-26 16:36:08,om.meitun.mama.ui.HomeActivity,6456,0,46504,47%,3%,5131397,434725,5566122,93
2016-05-26 16:36:11,om.meitun.mama.ui.HomeActivity,6456,0,46504,47%,8%,5131397,434725,5566122,93
2016-05-26 16:36:14,om.meitun.mama.ui.HomeActivity,6456,0,46504,41%,4%,5133023,435085,5568108,93
2016-05-26 16:36:17,om.meitun.mama.ui.HomeActivity,6456,0,46456,41%,3%,5210290,441646,5651936,93
2016-05-26 16:36:20,om.meitun.mama.ui.HomeActivity,6456,0,46396,60%,0%,5210290,441646,5651936,93
2016-05-26 16:36:23,om.meitun.mama.ui.HomeActivity,6456,0,46396,60%,4%,5210290,441646,5651936,93
2016-05-26 16:36:26,om.meitun.mama.ui.HomeActivity,6456,0,46396,41%,4%,5210290,441646,5651936,93
2016-05-26 16:36:29,om.meitun.mama.ui.HomeActivity,6456,0,46396,41%,3%,5210290,441646,5651936,93
2016-05-26 16:36:32,om.meitun.mama.ui.HomeActivity,6456,0,46396,38%,0%,5210370,441726,5652096,93
2016-05-26 16:36:35,om.meitun.mama.ui.HomeActivity,6456,0,46396,38%,0%,5211601,444712,5656313,93
2016-05-26 16:36:38,om.meitun.mama.ui.HomeActivity,6456,0,46396,38%,6%,5211601,444712,5656313,93
2016-05-26 16:36:41,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,5%,5211841,444896,5656737,93
2016-05-26 16:36:44,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,7%,5211893,444948,5656841,93
2016-05-26 16:36:47,om.meitun.mama.ui.HomeActivity,6456,0,46396,44%,3%,5212093,445172,5657265,93
2016-05-26 16:36:50,om.meitun.mama.ui.HomeActivity,6456,0,46396,44%,0%,5212253,445276,5657529,93
2016-05-26 16:36:53,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,0%,5212253,445276,5657529,93
2016-05-26 16:36:56,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,3%,5212253,445276,5657529,93
2016-05-26 16:36:59,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,4%,5212796,445708,5658504,93
2016-05-26 16:37:02,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,5%,5212836,445748,5658584,93
2016-05-26 16:37:05,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,4%,5212996,445908,5658904,93
2016-05-26 16:37:08,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,3%,5212996,445908,5658904,93
2016-05-26 16:37:11,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,3%,5212996,445908,5658904,93
2016-05-26 16:37:14,om.meitun.mama.ui.HomeActivity,6456,0,46396,44%,4%,5212996,445908,5658904,93
2016-05-26 16:37:17,om.meitun.mama.ui.HomeActivity,6456,0,46396,44%,3%,5212996,445908,5658904,93
2016-05-26 16:37:20,om.meitun.mama.ui.HomeActivity,6456,0,46396,51%,0%,5212996,445908,5658904,93
2016-05-26 16:37:23,om.meitun.mama.ui.HomeActivity,6456,0,46396,51%,3%,5213417,446907,5660324,93
2016-05-26 16:37:26,om.meitun.mama.ui.HomeActivity,6456,0,46396,53%,3%,5213417,446907,5660324,93
2016-05-26 16:37:29,om.meitun.mama.ui.HomeActivity,6456,0,46396,53%,3%,5213417,446907,5660324,93
2016-05-26 16:37:32,om.meitun.mama.ui.HomeActivity,6456,0,46396,54%,2%,5213417,446907,5660324,93
2016-05-26 16:37:35,om.meitun.mama.ui.HomeActivity,6456,0,46396,54%,3%,5213879,448332,5662211,93
2016-05-26 16:37:38,om.meitun.mama.ui.HomeActivity,6456,0,46396,40%,2%,5213931,448384,5662315,93
2016-05-26 16:37:41,om.meitun.mama.ui.HomeActivity,6456,0,46396,40%,4%,5214072,448488,5662560,93
2016-05-26 16:37:44,om.meitun.mama.ui.HomeActivity,6456,0,46396,40%,4%,5214072,448488,5662560,93
2016-05-26 16:37:47,om.meitun.mama.ui.HomeActivity,6456,0,46396,49%,0%,5214072,448488,5662560,93
2016-05-26 16:37:50,om.meitun.mama.ui.HomeActivity,6456,0,46396,49%,0%,5214072,448488,5662560,93
2016-05-26 16:37:53,om.meitun.mama.ui.HomeActivity,6456,0,46396,36%,2%,5214072,448488,5662560,93
2016-05-26 16:37:56,om.meitun.mama.ui.HomeActivity,6456,0,46396,36%,0%,5214072,448488,5662560,93
2016-05-26 16:37:59,om.meitun.mama.ui.HomeActivity,6456,0,46396,48%,0%,5214072,448488,5662560,93
2016-05-26 16:38:02,om.meitun.mama.ui.HomeActivity,6456,0,46396,48%,3%,5214072,448488,5662560,93
2016-05-26 16:38:06,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,8%,5214072,448488,5662560,93
2016-05-26 16:38:09,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,0%,5214072,448488,5662560,93
2016-05-26 16:38:12,om.meitun.mama.ui.HomeActivity,6456,0,46396,50%,0%,5214072,448488,5662560,93
2016-05-26 16:38:15,om.meitun.mama.ui.HomeActivity,6456,0,46396,46%,3%,5214072,448488,5662560,93
2016-05-26 16:38:18,om.meitun.mama.ui.HomeActivity,6456,0,46384,46%,2%,5214272,448736,5663008,93
2016-05-26 16:38:21,om.meitun.mama.ui.HomeActivity,6456,0,46372,44%,3%,5214272,448736,5663008,93
2016-05-26 16:38:24,om.meitun.mama.ui.HomeActivity,6456,0,46368,44%,4%,5214272,448736,5663008,93
2016-05-26 16:38:27,om.meitun.mama.ui.HomeActivity,6456,0,46368,44%,3%,5214272,448736,5663008,93
2016-05-26 16:38:30,om.meitun.mama.ui.HomeActivity,6456,0,46368,49%,6%,5214352,448816,5663168,93
2016-05-26 16:38:33,om.meitun.mama.ui.HomeActivity,6456,0,46368,49%,3%,5214432,448896,5663328,93
2016-05-26 16:38:36,om.meitun.mama.ui.HomeActivity,6456,0,31504,50%,8%,5214564,449592,5664156,93
2016-05-26 16:38:39,om.meitun.mama.ui.CommonActivity,6452,0,33280,48%,3%,5214564,452460,5667024,93
2016-05-26 16:38:42,om.meitun.mama.ui.CommonActivity,6452,0,33280,48%,0%,5214564,452460,5667024,93
2016-05-26 16:38:45,om.meitun.mama.ui.CommonActivity,6452,0,33280,26%,0%,5214564,452460,5667024,93
2016-05-26 16:38:48,om.meitun.mama.ui.CommonActivity,6452,0,33280,26%,0%,5214564,452460,5667024,93
2016-05-26 16:38:51,om.meitun.mama.ui.CommonActivity,6452,0,33280,26%,0%,5214564,452460,5667024,93
2016-05-26 16:38:54,om.meitun.mama.ui.CommonActivity,6452,0,33280,37%,3%,5214564,452520,5667084,93
2016-05-26 16:38:57,om.meitun.mama.ui.CommonActivity,6452,0,33280,37%,0%,5220683,456738,5677421,93
2016-05-26 16:39:00,om.meitun.mama.ui.CommonActivity,6452,0,33280,37%,0%,5220683,456738,5677421,93
2016-05-26 16:39:03,activity.LoginActivity,6444,0,48224,37%,6%,5226309,460096,5686405,93
2016-05-26 16:39:06,activity.LoginActivity,6444,0,48224,37%,3%,5226309,460096,5686405,93
2016-05-26 16:39:09,activity.LoginActivity,6444,0,48224,56%,3%,5226309,460096,5686405,93
2016-05-26 16:39:12,activity.LoginActivity,6444,0,33480,56%,9%,5233186,469795,5702981,93
2016-05-26 16:39:15,om.meitun.mama.ui.HomeActivity,6424,0,37012,56%,20%,5374227,489567,5863794,93
2016-05-26 16:39:18,om.meitun.mama.ui.HomeActivity,6424,0,33536,67%,33%,5714361,533401,6247762,93
2016-05-26 16:39:21,om.meitun.mama.ui.HomeActivity,6424,0,33720,67%,20%,5884533,544527,6429060,93
2016-05-26 16:39:24,om.meitun.mama.ui.HomeActivity,6424,0,33832,163%,36%,5927767,547497,6475264,93
2016-05-26 16:39:27,om.meitun.mama.ui.HomeActivity,6424,0,33836,135%,23%,5928064,548598,6476662,93
2016-05-26 16:39:30,om.meitun.mama.ui.HomeActivity,6420,0,33836,135%,38%,6016057,552842,6568899,93
2016-05-26 16:39:33,om.meitun.mama.ui.CommonActivity,6420,0,26568,135%,31%,6227055,565638,6792693,93
2016-05-26 16:39:36,om.meitun.mama.ui.CommonActivity,6420,0,26568,136%,22%,6312408,569686,6882094,93
2016-05-26 16:39:39,om.meitun.mama.ui.CommonActivity,6420,0,26568,136%,20%,6312408,569746,6882154,93
2016-05-26 16:39:42,om.meitun.mama.ui.CommonActivity,6416,0,26564,136%,20%,6312408,569806,6882214,93
2016-05-26 16:39:45,om.meitun.mama.ui.CommonActivity,6416,0,26564,136%,26%,6312408,569806,6882214,93
2016-05-26 16:39:48,om.meitun.mama.ui.CommonActivity,6416,0,26564,136%,26%,6313288,570746,6884034,93
2016-05-26 16:39:51,om.meitun.mama.ui.CommonActivity,6416,0,26564,112%,20%,6313460,570866,6884326,93
2016-05-26 16:39:54,om.meitun.mama.ui.CommonActivity,6416,0,26572,121%,38%,6434094,577684,7011778,93
2016-05-26 16:39:57,om.meitun.mama.ui.CommonActivity,6416,0,26048,121%,21%,6477003,579245,7056248,93
2016-05-26 16:40:00,om.meitun.mama.ui.CommonActivity,6416,0,26048,131%,23%,6529661,580977,7110638,93
2016-05-26 16:40:04,om.meitun.mama.ui.CommonActivity,6416,0,26056,131%,24%,6582665,584495,7167160,93
2016-05-26 16:40:07,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6416,0,31812,131%,23%,6803229,602117,7405346,93
2016-05-26 16:40:10,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6416,0,31816,139%,18%,6803229,602117,7405346,93
2016-05-26 16:40:13,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6416,0,31816,139%,22%,6808209,603325,7411534,93
2016-05-26 16:40:16,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6416,0,29708,139%,28%,7062697,622123,7684820,93
2016-05-26 16:40:19,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6412,0,30184,122%,40%,7247240,633871,7881111,93
2016-05-26 16:40:22,om.meitun.mama.ui.goods.UserCommentsActivity,6404,0,33404,122%,26%,7252545,636128,7888673,93
2016-05-26 16:40:25,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6404,0,33404,133%,20%,7252545,636128,7888673,93
2016-05-26 16:40:28,om.babytree.platform.ui.activity.ShareActivity,6404,0,33428,115%,26%,7253139,638330,7891469,93
2016-05-26 16:40:31,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6396,0,32632,115%,22%,7260360,640981,7901341,93
2016-05-26 16:40:34,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,115%,24%,7267128,642439,7909567,93
2016-05-26 16:40:37,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,121%,24%,7267248,642583,7909831,93
2016-05-26 16:40:40,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,109%,21%,7267248,642583,7909831,93
2016-05-26 16:40:43,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,109%,25%,7267248,642583,7909831,93
2016-05-26 16:40:46,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,112%,25%,7267408,642755,7910163,93
2016-05-26 16:40:49,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,112%,25%,7267688,643035,7910723,93
2016-05-26 16:40:52,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,112%,26%,7267688,643035,7910723,93
2016-05-26 16:40:55,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,107%,23%,7267688,643035,7910723,93
2016-05-26 16:40:58,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,107%,18%,7267688,643035,7910723,93
2016-05-26 16:41:01,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,107%,21%,7267688,643035,7910723,93
2016-05-26 16:41:04,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,107%,18%,7281328,645951,7927279,93
2016-05-26 16:41:07,om.meitun.mama.ui.goods.UserCommentsActivity,6396,0,32644,112%,33%,7287932,647409,7935341,93
2016-05-26 16:41:10,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6392,0,26068,112%,24%,7293907,652079,7945986,93
2016-05-26 16:41:13,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6392,0,33392,121%,40%,7402329,657943,8060272,93
2016-05-26 16:41:16,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6376,0,26144,121%,25%,7550495,665677,8216172,93
2016-05-26 16:41:19,om.meitun.mama.ui.DetailPicViewActivity,6372,0,26740,121%,23%,7550495,665677,8216172,93
2016-05-26 16:41:22,om.meitun.mama.ui.CommonActivity,6372,0,33792,133%,25%,7556121,671401,8227522,93
2016-05-26 16:41:25,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,27076,125%,44%,7908004,693257,8601261,93
2016-05-26 16:41:28,om.meitun.mama.ui.DetailPicViewActivity,6372,0,33844,125%,33%,8045714,699514,8745228,93
2016-05-26 16:41:31,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,25412,131%,24%,8045714,699514,8745228,93
2016-05-26 16:41:34,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,25520,131%,29%,8046308,702872,8749180,93
2016-05-26 16:41:37,om.meitun.mama.ui.DetailPicViewActivity,6372,0,26540,131%,21%,8057189,707435,8764624,93
2016-05-26 16:41:40,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,24960,121%,29%,8057783,709637,8767420,93
2016-05-26 16:41:43,om.meitun.mama.ui.DetailPicViewActivity,6372,0,35032,121%,20%,8135158,712176,8847334,93
2016-05-26 16:41:46,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,30836,124%,24%,8140435,714433,8854868,93
2016-05-26 16:41:49,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,26316,124%,25%,8146254,718892,8865146,93
2016-05-26 16:41:52,om.meitun.mama.ui.DetailPicViewActivity,6372,0,26316,123%,19%,8151559,721229,8872788,93
2016-05-26 16:41:55,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,26296,109%,22%,8152176,722662,8874838,93
2016-05-26 16:41:58,om.meitun.mama.ui.DetailPicViewActivity,6372,0,25752,109%,10%,8157401,724919,8882320,93
2016-05-26 16:42:01,om.meitun.mama.ui.DetailPicViewActivity,6372,0,30004,114%,23%,8157698,726020,8883718,93
2016-05-26 16:42:04,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,33672,114%,25%,8162923,728277,8891200,93
2016-05-26 16:42:08,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,33692,115%,19%,8163220,729378,8892598,93
2016-05-26 16:42:11,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,33692,115%,22%,8163272,729430,8892702,93
2016-05-26 16:42:14,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,33704,107%,16%,8163312,729470,8892782,93
2016-05-26 16:42:17,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,33704,107%,23%,8163312,729470,8892782,93
2016-05-26 16:42:20,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,33712,110%,23%,8163312,729470,8892782,93
2016-05-26 16:42:23,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,33712,110%,25%,8163372,729582,8892954,93
2016-05-26 16:42:26,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,33712,110%,18%,8163372,729582,8892954,93
2016-05-26 16:42:29,om.meitun.mama.ui.CommonActivity,6372,0,47376,111%,33%,8303451,739418,9042869,93
2016-05-26 16:42:32,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,32900,143%,26%,8514621,752730,9267351,93
2016-05-26 16:42:35,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,32900,143%,20%,8514621,752730,9267351,93
2016-05-26 16:42:38,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,32904,107%,25%,8514621,752730,9267351,93
2016-05-26 16:42:41,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,32912,107%,25%,8514621,752730,9267351,93
2016-05-26 16:42:44,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6372,0,32916,116%,21%,8514621,752730,9267351,93
2016-05-26 16:42:47,om.meitun.mama.ui.DetailPicViewActivity,6368,0,33824,116%,28%,8743264,761572,9504836,93
2016-05-26 16:42:50,om.meitun.mama.ui.DetailPicViewActivity,6368,0,33764,123%,20%,8743264,761632,9504896,93
2016-05-26 16:42:53,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6360,0,24856,123%,24%,8748786,765050,9513836,93
2016-05-26 16:42:56,om.meitun.mama.ui.DetailPicViewActivity,6360,0,30072,129%,25%,8748786,765050,9513836,93
2016-05-26 16:42:59,om.meitun.mama.ui.DetailPicViewActivity,6360,0,22232,129%,26%,8754091,767387,9521478,93
2016-05-26 16:43:02,om.meitun.mama.ui.DetailPicViewActivity,6360,0,23340,129%,29%,8759773,770965,9530738,93
2016-05-26 16:43:05,om.meitun.mama.ui.DetailPicViewActivity,6360,0,30088,118%,26%,8765295,774323,9539618,93
2016-05-26 16:43:08,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6360,0,26404,123%,25%,8771246,778782,9550028,93
2016-05-26 16:43:11,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6360,0,31168,123%,25%,8776551,781039,9557590,93
2016-05-26 16:43:14,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6360,0,31168,108%,22%,8776848,782140,9558988,93
2016-05-26 16:43:17,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6360,0,31168,108%,24%,8776968,782260,9559228,93
2016-05-26 16:43:20,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6360,0,46728,113%,23%,8777317,783361,9560678,93
2016-05-26 16:43:23,activity.LoginActivity,6360,0,37640,113%,28%,8777317,783361,9560678,93
2016-05-26 16:43:26,activity.LoginActivity,6348,0,37660,120%,26%,8777317,783361,9560678,93
2016-05-26 16:43:29,activity.LoginActivity,6348,0,37664,120%,25%,8777317,783361,9560678,93
2016-05-26 16:43:32,activity.LoginActivity,6336,0,37796,116%,22%,8778311,786557,9564868,93
2016-05-26 16:43:35,activity.RegisterActivity,6328,0,37800,116%,21%,8778311,786557,9564868,93
2016-05-26 16:43:38,activity.RegisterActivity,6328,0,37956,126%,25%,8778311,786557,9564868,93
2016-05-26 16:43:41,activity.RegisterActivity,6328,0,37828,116%,22%,8778311,786557,9564868,93
2016-05-26 16:43:44,activity.RegisterActivity,6328,0,40120,116%,24%,8778311,786557,9564868,93
2016-05-26 16:43:47,activity.RegisterActivity,6328,0,37828,116%,25%,8778311,786557,9564868,93
2016-05-26 16:43:50,activity.RegisterActivity,6324,0,37828,109%,23%,8778311,786557,9564868,93
2016-05-26 16:43:53,activity.RegisterActivity,6324,0,37828,109%,14%,8778311,786557,9564868,93
2016-05-26 16:43:56,activity.RegisterActivity,6324,0,37828,110%,22%,8778311,786557,9564868,93
2016-05-26 16:43:59,activity.RegisterActivity,6324,0,37828,110%,21%,8778311,786557,9564868,93
2016-05-26 16:44:02,activity.RegisterActivity,6324,0,41200,112%,18%,8778311,786557,9564868,93
2016-05-26 16:44:05,activity.RegisterActivity,6324,0,37684,120%,37%,8778817,788829,9567646,93
2016-05-26 16:44:08,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31168,120%,28%,8872357,817882,9690239,93
2016-05-26 16:44:12,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31168,132%,29%,8917434,828858,9746292,93
2016-05-26 16:44:15,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31168,132%,32%,9416859,845482,10262341,93
2016-05-26 16:44:18,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31176,128%,34%,9929920,865114,10795034,93
2016-05-26 16:44:21,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31184,128%,26%,10230357,878454,11108811,93
2016-05-26 16:44:24,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31204,128%,32%,10595803,896618,11492421,93
2016-05-26 16:44:27,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31216,125%,25%,11046074,916078,11962152,93
2016-05-26 16:44:30,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31216,125%,21%,11615307,938886,12554193,93
2016-05-26 16:44:33,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31216,125%,28%,12054507,956134,13010641,93
2016-05-26 16:44:36,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31224,116%,28%,12534226,974258,13508484,93
2016-05-26 16:44:39,activity.LoginActivity,6308,0,37228,116%,32%,12943307,1002993,13946300,93
2016-05-26 16:44:42,activity.LoginActivity,6308,0,37228,144%,29%,13553833,1024497,14578330,93
2016-05-26 16:44:45,activity.LoginActivity,6308,0,37228,144%,22%,14091526,1045429,15136955,93
2016-05-26 16:44:48,activity.LoginActivity,6308,0,37380,133%,28%,14091526,1045429,15136955,93
2016-05-26 16:44:51,activity.LoginActivity,6308,0,37232,133%,25%,14091526,1045429,15136955,93
2016-05-26 16:44:54,activity.LoginActivity,6308,0,37232,110%,28%,14091526,1045429,15136955,93
2016-05-26 16:44:57,activity.LoginActivity,6308,0,37236,110%,18%,14091526,1045429,15136955,93
